#     0                    1                    2              3              4         5         6         7          8          9         10           11         12         13         14         15         16           17         18         19         20         21         22           23         24         25         26         27         28           29         30         31         32         33         34            35          36          37          38            39          40          41          42            43          44          45          46            47          48          49          50
#   NUM         GLITCH-UTC-S         GLITCH-UTC-E  GLITCH-LMST-S  GLITCH-LMST-E  U-GLITCH  V-GLITCH  W-GLITCH      U-RAW      V-RAW      W-RAW        U-GAI      V-GAI      W-GAI      Z-GAI      N-GAI      E-GAI        U-DIS      V-DIS      W-DIS      Z-DIS      N-DIS      E-DIS        U-VEL      V-VEL      W-VEL      Z-VEL      N-VEL      E-VEL        U-ACC      V-ACC      W-ACC      Z-ACC      N-ACC      E-ACC    PHI_3D_GAI  INC_3D_GAI  SNR_3D_GAI  POL_3D_GAI    PHI_3D_DIS  INC_3D_DIS  SNR_3D_DIS  POL_3D_DIS    PHI_3D_VEL  INC_3D_VEL  SNR_3D_VEL  POL_3D_VEL    PHI_3D_ACC  INC_3D_ACC  SNR_3D_ACC  POL_3D_ACC
# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
000076:  2019-06-02T05:51:10  2019-06-02T05:51:35   182S23:55:57   182S23:56:21         0         1         1        182        834      -1219     2.12e-09   9.23e-09  -1.41e-08  -3.41e-09   8.65e-09   1.29e-08     1.23e-08  -3.23e-08   4.07e-08  -1.25e-08  -3.29e-08  -3.53e-08     2.47e-08  -6.17e-08  -2.26e-07  -9.56e-08  -7.78e-08   1.92e-07       -4e-08   6.16e-08   5.89e-08   8.21e-08   5.27e-08   4.44e-08         236.7       100.5      77.716       0.994          46.2        80.2      14.158       0.967         246.6       115.0       1e+03       1.000         325.8       160.0           3       0.869
000077:  2019-06-02T05:52:37  2019-06-02T05:53:02   182S23:57:22   182S23:57:46         1         0         1      -1221       -279       1539    -1.42e-08  -3.09e-09   1.78e-08   1.87e-09   3.23e-09   -2.1e-08     4.42e-08  -1.48e-08  -5.03e-08  -7.18e-09  -1.13e-08   6.27e-08    -9.17e-08  -1.28e-08   4.84e-08   4.29e-08  -3.53e-08  -8.75e-08        4e-08   5.98e-08   6.37e-08   7.89e-08  -3.79e-08  -4.04e-08          96.1        87.9     184.732       0.997         276.7        88.5      48.331       0.990         112.7       115.8       2e+02       0.997         136.8        19.6           8       0.945
000078:  2019-06-02T06:05:13  2019-06-02T06:05:38   183S00:09:37   183S00:10:02         1         1         1      -1386       5796      -5386    -1.61e-08   6.41e-08  -6.22e-08  -1.01e-08    6.8e-08   5.03e-08     -4.4e-08  -1.89e-07   1.76e-07   6.13e-08  -1.97e-07  -1.44e-07    -1.26e-07   3.56e-07  -4.34e-07  -1.39e-07   4.16e-07   3.24e-07     3.42e-08   6.87e-08   8.54e-08   9.13e-08   5.05e-08   5.81e-08         216.6        96.7      62.708       0.992          33.2        88.9      19.809       0.976         215.5       101.9       8e+02       0.999         170.1        22.2           6       0.926
000079:  2019-06-02T06:11:24  2019-06-02T06:11:49   183S00:15:38   183S00:16:02         1         0         0       -211        153        216    -2.46e-09    1.7e-09    2.5e-09   1.18e-09  -2.03e-09  -3.02e-09    -1.26e-08   7.03e-09   8.45e-09  -2.48e-09   1.03e-08  -1.17e-08     -4.5e-08   5.57e-08   5.37e-08  -3.08e-08   3.27e-08  -7.49e-08     6.15e-08    7.7e-08    7.5e-08   8.48e-08   5.21e-08  -5.63e-08         121.6        86.9       5.022       0.917         136.7        89.7      44.783       0.989          67.9       110.5       3e+02       0.998         324.7       160.6           4       0.899
000080:  2019-06-02T06:16:40  2019-06-02T06:17:05   183S00:20:46   183S00:21:10         1         0         1        332       -165        319     3.85e-09  -1.83e-09    3.7e-09   1.35e-09   -2.1e-09   4.62e-09    -2.93e-08  -1.15e-08   2.26e-08  -1.16e-08  -6.01e-09  -3.45e-08     4.14e-08   1.01e-08   -3.7e-08   4.89e-08     -2e-08   1.23e-08     4.75e-08  -6.09e-08   7.94e-08   9.64e-08   -3.8e-08   6.92e-08         289.7        87.0       7.780       0.943          98.6       107.8      36.579       0.987         343.7        21.6       3e+01       0.983         153.2        13.5           8       0.943
000081:  2019-06-02T06:17:00  2019-06-02T06:17:25   183S00:21:05   183S00:21:30         1         0         1        413       -138       -388      4.8e-09  -1.53e-09  -4.49e-09  -1.27e-09  -2.13e-09   5.85e-09    -1.45e-08   9.02e-09  -1.78e-08   3.31e-09   9.11e-09   1.95e-08    -3.54e-09  -7.28e-09   5.05e-08  -3.47e-08   -6.5e-09  -3.84e-08     3.64e-08   7.21e-08  -5.87e-08   8.45e-08  -4.14e-08   3.74e-08         283.6        83.9      11.339       0.959         284.8        89.0       5.525       0.923          80.0        46.6       4e+02       0.999         323.8       165.0           9       0.952
000082:  2019-06-02T06:19:12  2019-06-02T06:19:37   183S00:23:14   183S00:23:38         0         1         1         92        453       -450     1.08e-09   5.01e-09  -5.21e-09  -1.03e-09   4.64e-09   4.62e-09      4.7e-09   1.22e-08  -1.63e-08  -4.59e-09   1.03e-08   1.57e-08     2.15e-08   1.85e-08  -8.19e-08   2.94e-08   1.84e-08   7.57e-08     3.67e-08  -7.09e-08  -5.81e-08  -8.75e-08   4.48e-08  -3.35e-08         223.8        91.1      20.150       0.976         239.5       101.7       9.666       0.953         257.6       111.1       2e+03       1.000         147.8        15.8           7       0.941
000083:  2019-06-02T06:21:54  2019-06-02T06:22:19   183S00:25:51   183S00:26:15         0         1         0        123        298       -240     1.43e-09    3.3e-09  -2.78e-09  -1.04e-09   3.35e-09    2.5e-09    -4.54e-09    1.3e-08  -1.25e-08  -2.78e-09   1.45e-08   9.35e-09    -3.51e-08   5.28e-09   2.42e-08  -3.63e-08   2.64e-08  -4.47e-09     5.23e-08    7.2e-08   6.38e-08   9.31e-08  -3.87e-08   4.05e-08         215.1        92.3       7.408       0.941         213.2        96.1      98.742       0.995         183.3       144.2       2e+02       0.998         324.0       164.5           8       0.943
000084:  2019-06-02T06:29:06  2019-06-02T06:29:31   183S00:32:51   183S00:33:16         1         0         1        414        106       -412     4.81e-09   1.18e-09  -4.76e-09  -9.76e-10  -2.29e-09   5.83e-09    -1.15e-08   6.48e-09   1.37e-08   -2.4e-09   5.51e-09  -1.65e-08     1.17e-08    2.3e-08  -3.01e-08  -2.85e-08  -1.68e-08   2.41e-08    -5.33e-08   7.22e-08  -7.62e-08   9.22e-08    4.3e-08   5.64e-08         285.6        90.4      19.819       0.976          97.9        85.7      15.366       0.969         306.7       136.2       5e+02       0.999         145.2        16.4           4       0.889
000085:  2019-06-02T06:39:09  2019-06-02T06:39:34   183S00:42:39   183S00:43:03         0         1         1        129        430       -455      1.5e-09   4.76e-09  -5.26e-09  -1.46e-09   4.32e-09   5.16e-09     8.91e-09  -1.38e-08    1.7e-08   1.37e-09  -1.15e-08  -1.77e-08    -2.54e-08   1.93e-08   -5.3e-08  -3.99e-08   3.74e-08  -3.05e-08    -6.14e-08   7.56e-08   8.41e-08   1.05e-07   5.05e-08  -6.72e-08         230.6        88.1      17.998       0.974          63.6        91.6      22.135       0.978         221.3       130.6       6e+02       0.999         326.9       165.7           4       0.899
000086:  2019-06-02T06:50:08  2019-06-02T06:50:33   183S00:53:20   183S00:53:45         1         0         1        556        111       -271     6.45e-09   1.23e-09  -3.13e-09   2.27e-09  -3.38e-09   5.29e-09     -1.8e-08   6.69e-09   -1.2e-08  -4.24e-09   1.04e-08   1.74e-08    -4.83e-09   2.11e-08  -1.23e-07  -7.14e-08   4.06e-08   9.39e-08    -7.44e-08  -9.62e-08  -8.55e-08  -1.18e-07  -7.12e-08   7.64e-08         294.3        72.5       8.114       0.945         299.8        79.8      12.332       0.962         248.6       125.1       8e+02       0.999         192.0        14.4         0.8       0.717
000087:  2019-06-02T06:55:42  2019-06-02T06:56:07   183S00:58:45   183S00:59:09         1         0         0       4969       -376       -674     5.76e-08  -4.16e-09   -7.8e-09   3.49e-08  -3.12e-08   3.45e-08    -1.78e-08  -5.51e-09  -5.06e-09  -9.81e-09   9.66e-09  -1.29e-08    -7.06e-08   4.71e-08  -3.17e-08  -4.03e-08   7.04e-08   3.09e-08    -1.85e-06  -2.25e-07  -3.28e-07   -1.4e-06   9.53e-07   -9.3e-07         134.0       128.6      25.293       0.981         116.6       124.9      13.415       0.965         188.3       100.4       8e+01       0.994         316.4        42.5           5       0.909
000088:  2019-06-02T07:28:11  2019-06-02T07:28:36   183S01:30:22   183S01:30:46         1         1         1       4836      -6708      -3710     5.61e-08  -7.42e-08  -4.29e-08  -4.11e-08  -7.69e-08   4.73e-08    -1.54e-07  -2.54e-07   1.46e-07   1.27e-07  -2.49e-07  -1.52e-07     2.46e-07  -3.74e-07    3.9e-07  -3.26e-07  -3.41e-07  -3.57e-07     8.39e-08  -7.61e-08  -1.24e-07   1.19e-07  -6.56e-08   9.84e-08         330.6       114.5      63.454       0.992         330.3       116.4       9.746       0.953         133.4        55.0       3e+02       0.998         108.3       143.7        0.08       0.457
000089:  2019-06-02T07:28:17  2019-06-02T07:28:42   183S01:30:28   183S01:30:53         0         0         1       2027      -3737       -895     2.35e-08  -4.13e-08  -1.03e-08  -1.91e-08  -4.12e-08   1.21e-08    -1.95e-07    2.6e-07   1.78e-07   1.63e-07   2.62e-07  -1.86e-07     2.38e-07  -3.84e-07   3.27e-07  -3.12e-07  -3.51e-07  -2.95e-07    -9.76e-08   1.09e-07   9.06e-08   1.17e-07   6.88e-08  -6.53e-08         343.4       114.3      21.349       0.978         150.7        63.1     123.848       0.996         138.9        55.1       1e+03       1.000         307.7       170.0           3       0.872
000090:  2019-06-02T07:33:52  2019-06-02T07:34:17   183S01:35:54   183S01:36:18         1         1         1        871       -434      -5061     1.01e-08   -4.8e-09  -5.85e-08   -3.2e-08   8.31e-09    4.9e-08     3.81e-08    3.6e-08   1.62e-07      1e-07   3.88e-08   1.36e-07     -5.3e-08   1.51e-08  -3.71e-07   -2.1e-07   5.64e-08   3.04e-07     1.62e-07   1.18e-07    1.5e-07    1.3e-07   1.06e-07  -1.55e-07         262.4       122.9     190.261       0.997         266.9       124.5      36.123       0.987         262.3       125.1       6e+02       0.999         316.5       158.0         0.3       0.626
000091:  2019-06-02T08:08:23  2019-06-02T08:08:48   183S02:09:29   183S02:09:53         1         1         1       -428        663       -308    -4.97e-09   7.33e-09  -3.56e-09   1.58e-09   8.41e-09  -2.35e-09     1.48e-08   2.68e-08  -1.44e-08  -1.56e-09      3e-08   8.64e-09     1.02e-07   1.26e-07  -4.06e-08  -1.15e-08   1.54e-07   1.05e-08     9.27e-08   5.55e-08   5.22e-08  -4.38e-08   7.02e-08   8.66e-08         187.7        91.1      23.911       0.980         187.1        92.6      53.002       0.991         178.1        94.0       8e+02       0.999         130.1        99.2           1       0.766
000092:  2019-06-02T08:09:04  2019-06-02T08:09:29   183S02:10:09   183S02:10:33         1         0         1        461        143       -343     5.35e-09   1.59e-09  -3.97e-09   1.62e-09  -2.93e-09   5.56e-09      1.6e-08   2.42e-09  -1.14e-08  -2.51e-09  -7.75e-09   1.68e-08     6.96e-09   1.15e-07  -1.06e-07   1.04e-08   1.03e-07   1.05e-07     -1.1e-07   5.96e-08  -6.17e-08  -4.25e-08   7.19e-08  -1.03e-07         289.0        82.0      10.433       0.956         288.0        82.7      57.969       0.992         225.0        86.4       2e+03       1.000         309.2        86.1           3       0.869
000093:  2019-06-02T08:16:38  2019-06-02T08:17:03   183S02:17:32   183S02:17:56         1         1         1        831        592      -4412     9.64e-09   6.55e-09   -5.1e-08  -2.53e-08   1.01e-08   4.36e-08    -2.43e-08   3.12e-08   1.57e-07    7.4e-08    4.4e-08  -1.35e-07      2.6e-08   9.15e-08  -4.46e-07  -2.23e-07   1.41e-07   3.62e-07     7.63e-08  -7.51e-08  -6.37e-08   4.38e-08  -9.76e-08   9.11e-08         257.3       118.9     234.777       0.998          74.4        62.3     329.795       0.998         247.7       120.0       7e+03       1.000         271.6       100.6         0.1       0.446
000094:  2019-06-02T08:21:42  2019-06-02T08:22:07   183S02:22:27   183S02:22:51         1         1         0       -506        661       -305    -5.87e-09   7.32e-09  -3.53e-09   1.93e-09   8.05e-09   2.62e-09    -2.32e-08   3.83e-08  -1.46e-08   1.32e-09   4.37e-08   5.87e-09    -4.85e-08   3.39e-08  -4.96e-08   2.06e-08   4.26e-08   5.34e-08    -8.58e-08   5.77e-08   5.65e-08   3.47e-08    8.4e-08  -6.42e-08         183.6        91.0      18.542       0.974         184.5        89.3     239.313       0.998         303.8       107.8       6e+01       0.992         129.5        98.1         0.9       0.743
000095:  2019-06-02T08:35:35  2019-06-02T08:36:00   183S02:35:58   183S02:36:22         0         1         0        723       -817      -9393     8.38e-09  -9.04e-09  -1.09e-07  -6.62e-08  -2.19e-08   8.54e-08    -7.24e-08  -3.76e-08   8.92e-07   5.49e-07  -1.48e-07  -7.01e-07     5.33e-08    1.7e-08   -4.1e-07  -2.34e-07   6.25e-08   3.34e-07    -3.39e-07   3.98e-07   -8.9e-07  -5.65e-07   6.51e-07   5.52e-07         256.9       127.2     176.225       0.997          77.4        53.4     836.311       0.999         258.8       127.3       1e+02       0.995         249.5       125.0         0.4       0.641
000096:  2019-06-02T08:35:52  2019-06-02T08:36:17   183S02:36:14   183S02:36:39         1         0         1        813        540      -9725     9.43e-09   5.98e-09  -1.12e-07  -6.88e-08   2.05e-08   8.86e-08    -3.57e-08  -3.06e-08   3.45e-07   2.06e-07  -5.54e-08  -2.75e-07    -8.86e-08  -2.04e-08  -9.29e-07  -5.86e-07   -1.3e-07   7.29e-07     1.36e-07  -7.45e-08   8.74e-08   4.41e-08  -9.92e-08   1.23e-07         258.2       127.5     384.547       0.999          79.7        53.4     226.697       0.998         260.5       128.1       1e+04       1.000          59.7        61.9        0.03       0.515
000097:  2019-06-02T08:41:41  2019-06-02T08:42:06   183S02:41:54   183S02:42:19         1         1         1       -774       2316      -1635    -8.98e-09   2.56e-08  -1.89e-08   1.75e-09   2.69e-08   1.52e-08    -2.36e-08   8.45e-08  -6.45e-08  -6.98e-09   8.79e-08   5.18e-08     8.95e-09   9.63e-08   -8.2e-08   1.52e-08   8.28e-08   8.46e-08     -8.9e-08  -5.43e-08  -7.21e-08   4.36e-08   -6.7e-08   8.82e-08         208.5        91.2     185.078       0.997         210.7        92.8    1386.488       1.000         225.4        84.0       1e+03       1.000         297.1        86.1           1       0.762
000098:  2019-06-02T08:44:44  2019-06-02T08:45:09   183S02:44:52   183S02:45:17         0         1         1        291        663       -753     3.38e-09   7.34e-09  -8.71e-09   2.01e-09   6.33e-09   8.75e-09     5.46e-09   4.08e-08  -3.54e-08  -3.46e-09    3.9e-08   3.25e-08     -3.7e-08   1.74e-07  -7.31e-08   4.44e-08   1.63e-07    6.9e-08     1.78e-07   8.93e-08  -9.69e-08   4.96e-08  -1.18e-07   1.52e-07         231.0        89.8      14.205       0.967         224.1        91.7      26.370       0.982         202.8        76.1       3e+03       1.000         126.4        92.8           3       0.866
000099:  2019-06-02T08:46:05  2019-06-02T08:46:30   183S02:46:11   183S02:46:36         0         1         0        244       -610       -191     2.84e-09  -6.76e-09  -2.21e-09  -4.42e-09  -5.16e-09   -3.1e-09    -9.84e-09   2.08e-08    1.4e-08  -1.25e-08   1.58e-08  -1.95e-08     8.97e-09  -2.81e-08  -7.29e-09   -2.5e-08  -1.83e-08   6.76e-09     1.38e-07  -9.04e-08   1.07e-07  -5.02e-08   1.29e-07  -1.43e-07          20.0       131.2       5.018       0.917          42.9       116.2       7.769       0.943          20.4       147.9       4e+01       0.988         306.9        87.9           3       0.880
000100:  2019-06-02T08:50:20  2019-06-02T08:50:45   183S02:50:19   183S02:50:43         1         1         1        840        532      -4378     9.74e-09   5.89e-09  -5.06e-08  -2.51e-08   9.85e-09   4.33e-08     -2.7e-08    3.4e-08  -1.48e-07   7.84e-08    3.9e-08   1.27e-07     5.64e-08    8.7e-08  -3.54e-07   1.47e-07   1.05e-07   3.09e-07    -1.09e-07   7.09e-08  -1.32e-07  -4.38e-08   9.42e-08   1.48e-07         258.8       119.9     128.307       0.996         259.5       120.6      49.080       0.990         251.9       115.1       1e+03       1.000         303.7        89.5         0.7       0.701
000101:  2019-06-02T08:58:48  2019-06-02T08:59:13   183S02:58:34   183S02:58:58         0         0         1        256       -254      -1674     2.97e-09  -2.81e-09  -1.93e-08  -1.31e-08   5.79e-09   1.51e-08     4.97e-09   -4.6e-09  -6.46e-08  -4.22e-08  -1.37e-08   4.89e-08     4.31e-09   4.73e-08   3.43e-08   5.11e-08   3.03e-08  -1.84e-08     1.25e-07  -8.53e-08  -1.66e-07  -1.05e-07  -1.25e-07  -1.44e-07         254.9       128.8      28.274       0.983         254.6       129.4     289.415       0.998         158.4        32.0       1e+02       0.996         119.4        89.4         0.5       0.661
000102:  2019-06-02T09:02:25  2019-06-02T09:02:50   183S03:02:05   183S03:02:29         0         0         1       -218        232       2157    -2.54e-09   2.57e-09   2.49e-08   1.62e-08  -4.87e-09  -1.88e-08     -8.2e-09   1.01e-08  -8.81e-08   -6.5e-08   2.09e-08   6.11e-08    -2.06e-08  -1.48e-08  -9.02e-08  -8.35e-08  -2.02e-08   5.45e-08     1.05e-07   6.72e-08  -8.93e-07  -5.63e-07  -1.52e-07   7.09e-07          75.2        48.3      38.185       0.987         253.0       136.1     188.061       0.997         248.6       144.0       6e+02       0.999          82.7        53.0           5       0.921
000103:  2019-06-02T09:02:31  2019-06-02T09:02:56   183S03:02:11   183S03:02:35         0         0         1       -246        202      -1020    -2.85e-09   2.24e-09  -1.18e-08  -7.41e-09  -3.55e-09   8.84e-09    -1.25e-08   9.35e-09  -7.32e-08  -5.53e-08   1.21e-08   5.14e-08      1.9e-08  -2.29e-08   9.12e-08  -8.17e-08  -2.06e-08  -5.55e-08     -1.1e-07  -6.92e-08    2.3e-07   -1.3e-07  -8.81e-08  -1.93e-07         247.6       131.8      10.389       0.956         263.1       135.7      27.875       0.983          73.2        34.2       3e+02       0.998         115.5        81.3           1       0.769
000104:  2019-06-02T09:02:59  2019-06-02T09:03:24   183S03:02:38   183S03:03:02         0         0         1        230       -295       1066     2.67e-09  -3.27e-09   1.23e-08   8.85e-09  -2.71e-09  -8.99e-09    -3.38e-09   1.28e-08   3.49e-08  -2.43e-08  -6.68e-09   -2.8e-08     4.82e-09  -4.62e-08   1.49e-07   7.32e-08  -6.48e-08  -1.18e-07     1.35e-07   6.32e-08  -1.75e-07   1.12e-07   9.78e-08   1.29e-07          81.0        46.0      20.047       0.976          96.2        40.6      21.647       0.978          62.1        61.3       2e+03       1.000         293.5       100.3         0.7       0.713
000105:  2019-06-02T09:25:43  2019-06-02T09:26:08   183S03:24:46   183S03:25:10         1         1         1       1138        955      -7390     1.32e-08   1.06e-08  -8.54e-08  -4.42e-08   1.88e-08   7.14e-08    -3.43e-08   4.07e-08  -2.75e-07  -1.42e-07      7e-08   2.26e-07     1.15e-08   8.92e-08  -5.92e-07  -3.36e-07   1.76e-07   4.61e-07    -2.02e-07   1.02e-07   1.75e-07   1.05e-07  -1.66e-07   1.81e-07         255.5       120.8     276.855       0.998         254.6       120.5     331.902       0.998         248.5       124.4       1e+04       1.000         116.3        77.6           3       0.858
000106:  2019-06-02T09:32:31  2019-06-02T09:32:56   183S03:31:22   183S03:31:47         1         1         1       1704      -1269       -684     1.98e-08   -1.4e-08  -7.91e-09   2.51e-09  -1.92e-08    1.4e-08     5.33e-08  -4.96e-08  -2.09e-08  -9.24e-10  -6.43e-08    3.8e-08     9.74e-08  -9.26e-08   6.18e-09  -1.09e-08  -1.22e-07   3.27e-08    -1.36e-07   7.69e-08   -7.8e-08    5.2e-08  -9.15e-08    1.2e-07         327.2        90.7      58.317       0.992         326.9        90.4      28.418       0.983         345.0        86.3       1e+03       1.000         304.9        83.4           1       0.800
000107:  2019-06-02T09:41:58  2019-06-02T09:42:23   183S03:40:34   183S03:40:59         0         0         1        202       -231      -1916     2.35e-09  -2.56e-09  -2.21e-08  -1.53e-08   5.85e-09   1.63e-08    -8.68e-09  -1.31e-08   8.52e-08   5.74e-08  -2.89e-08  -6.02e-08     1.53e-08  -1.95e-08  -2.51e-07  -1.73e-07  -3.35e-08    1.9e-07     7.43e-08   4.54e-08   4.13e-07   2.69e-07  -8.96e-08   -3.1e-07         251.2       132.1     101.901       0.995          66.8        47.5      58.387       0.992         261.1       132.3       4e+03       1.000          84.7        54.3           3       0.859
000108:  2019-06-02T09:47:47  2019-06-02T09:48:12   183S03:46:14   183S03:46:39         1         1         1       4659        805     -15983      5.4e-08    8.9e-09  -1.85e-07  -8.37e-08    1.4e-08   1.67e-07     -1.6e-07   4.06e-08    5.6e-07   2.54e-07   6.73e-08  -5.06e-07     2.22e-07  -2.26e-08  -1.01e-06  -5.22e-07   9.37e-08   8.72e-07     7.44e-08  -6.27e-08   8.45e-08   4.04e-08  -5.55e-08  -9.77e-08         265.4       116.7     786.428       0.999          84.4        63.2    1697.843       1.000         263.6       120.9       4e+04       1.000         150.5       142.5        0.07       0.533
000109:  2019-06-02T09:56:27  2019-06-02T09:56:52   183S03:54:40   183S03:55:04         0         0         1       -149        199      -1085    -1.73e-09   2.21e-09  -1.25e-08  -7.19e-09   3.87e-09   1.02e-08     7.29e-09  -1.05e-08  -3.45e-08  -2.56e-08   9.88e-09   2.73e-08    -5.01e-09      3e-08  -7.38e-08   3.31e-08   3.75e-08  -6.05e-08     7.52e-08   6.81e-08   5.35e-08   3.76e-08   7.75e-08  -6.73e-08         256.5       126.6      33.107       0.985         266.9       128.9      42.950       0.989          62.2        64.0       4e+02       0.999         127.9        92.0         0.8       0.722
000110:  2019-06-02T10:00:51  2019-06-02T10:01:16   183S03:58:56   183S03:59:21         1         1         1        931        781      -3865     1.08e-08   8.64e-09  -4.47e-08  -1.83e-08   9.93e-09   4.03e-08     4.34e-08  -2.79e-08   1.32e-07    4.8e-08  -2.83e-08   1.25e-07    -2.38e-08   9.45e-08  -2.12e-07  -9.15e-08   1.21e-07  -1.86e-07     8.48e-08  -4.81e-08    5.5e-08   5.07e-08  -5.13e-08  -6.88e-08         256.4       113.8     154.092       0.997         257.9       110.7     143.350       0.997          59.2        68.6       2e+02       0.997         306.5        56.0         0.5       0.672
000111:  2019-06-02T10:02:07  2019-06-02T10:02:32   183S04:00:10   183S04:00:35         0         0         1        182       -282      -1959     2.12e-09  -3.13e-09  -2.26e-08  -1.44e-08   6.05e-09   1.77e-08    -1.52e-08   8.38e-09   6.78e-08    3.9e-08   2.03e-08  -5.53e-08    -1.26e-07   7.73e-08  -2.72e-07  -2.17e-07   1.77e-07  -1.54e-07      6.4e-08  -5.01e-08   5.32e-08   4.09e-08   6.22e-08   6.75e-08         254.1       127.6      95.149       0.995          77.8        55.5      29.336       0.984          41.1        47.4       2e+03       1.000         125.6        94.8        0.07       0.461
000112:  2019-06-02T10:12:45  2019-06-02T10:13:10   183S04:10:32   183S04:10:56         0         0         1        232       -200        630      2.7e-09  -2.22e-09   7.28e-09   4.25e-09   2.79e-09  -6.48e-09    -5.33e-09  -5.98e-09   4.19e-08   2.46e-08  -1.27e-08   -3.2e-08      6.1e-09   3.66e-08   5.74e-08    6.5e-08   1.46e-08  -3.35e-08    -1.45e-07   8.02e-08  -1.02e-07   -4.3e-08   1.19e-07    1.2e-07          75.0        59.0       8.022       0.945          73.7        55.9      64.396       0.992         107.9        29.3       3e+02       0.999         306.7        86.9           2       0.806
000113:  2019-06-02T10:30:14  2019-06-02T10:30:39   183S04:27:33   183S04:27:57         1         1         1      17899     -13437      -7158     2.08e-07  -1.49e-07  -8.27e-08  -1.51e-08  -2.04e-07   1.45e-07    -6.06e-07   4.46e-07   2.31e-07  -5.33e-08   6.12e-07  -4.11e-07     1.13e-06   -8.7e-07    4.2e-07  -1.09e-07  -1.17e-06   7.46e-07      1.8e-07   1.24e-07   1.26e-07  -5.58e-08   1.51e-07  -1.65e-07         326.0        93.3     425.735       0.999         146.7        86.4     175.709       0.997         326.8        94.4       7e+03       1.000         134.9        89.9           1       0.798
000114:  2019-06-02T10:34:09  2019-06-02T10:34:34   183S04:31:22   183S04:31:46         1         1         1       1271        661      -3958     1.47e-08   7.31e-09  -4.57e-08  -1.91e-08   8.31e-09   4.22e-08    -3.31e-08  -2.08e-08   1.35e-07   5.54e-08  -2.38e-08  -1.22e-07     -4.1e-08   8.91e-08  -2.87e-07  -1.64e-07   1.43e-07   2.07e-07     -1.4e-07  -1.01e-07  -1.09e-07  -5.94e-08  -1.15e-07   1.44e-07         260.1       113.6     135.361       0.996          79.2        65.3    1382.507       1.000         237.4       123.3       1e+03       1.000         127.2       100.6           1       0.759
000115:  2019-06-02T10:38:45  2019-06-02T10:39:10   183S04:35:50   183S04:36:14         1         1         1       2760        911      -8008      3.2e-08   1.01e-08  -9.25e-08  -3.59e-08   9.36e-09   8.77e-08    -8.68e-08   2.87e-08   2.75e-07   1.09e-07   2.96e-08  -2.56e-07     2.26e-07   1.81e-08  -5.48e-07   -2.3e-07   2.68e-08   5.24e-07     1.53e-07  -7.13e-08  -1.26e-07   5.64e-08  -1.01e-07   1.73e-07         264.6       112.2     238.773       0.998          83.6        66.9    9247.085       1.000         272.9       113.8       2e+04       1.000         293.6        68.3           1       0.776
000116:  2019-06-02T10:47:54  2019-06-02T10:48:19   183S04:44:45   183S04:45:09         0         0         1       -312        375        761    -3.62e-09   4.16e-09    8.8e-09  -6.47e-09  -3.93e-09  -7.73e-09    -1.01e-08   2.02e-08  -6.09e-08  -4.46e-08   2.42e-08    4.4e-08     3.16e-08   2.44e-08   1.21e-07   5.65e-08   2.44e-08  -1.08e-07     1.65e-07  -1.07e-07   1.21e-07   6.65e-08  -1.57e-07   1.49e-07          74.6        51.5       4.924       0.916         262.6       139.3       4.775       0.913          79.8        64.8       2e+02       0.997         297.2        87.8           1       0.745
000117:  2019-06-02T10:52:08  2019-06-02T10:52:33   183S04:48:51   183S04:49:15         0         0         1        315        315      -1657     3.66e-09   3.49e-09  -1.92e-08  -1.25e-08   5.81e-09   1.54e-08    -8.04e-09   -1.7e-08   7.13e-08  -4.69e-08  -2.56e-08  -5.45e-08     1.34e-08  -9.67e-09  -1.44e-07  -1.04e-07  -3.87e-08   1.02e-07    -1.62e-07    1.1e-07   1.55e-07  -5.56e-08   1.28e-07  -2.05e-07         250.6       127.7      32.157       0.985          64.6        53.7      31.853       0.985         249.9       134.3       6e+02       0.999         115.9        92.4           1       0.754
000118:  2019-06-02T10:57:14  2019-06-02T10:57:39   183S04:53:49   183S04:54:14         1         1         1       3072      -6023        644     3.56e-08  -6.66e-08   7.45e-09  -2.11e-08  -6.87e-08   8.44e-09    -1.05e-07      2e-07   6.09e-08   5.76e-08   2.07e-07     -5e-08     2.01e-07  -3.71e-07   7.47e-08  -1.44e-07  -3.74e-07  -9.73e-08     1.91e-07  -1.13e-07   1.39e-07   -7.7e-08  -1.25e-07   1.88e-07         359.1       105.9      70.721       0.993         176.9        74.2      40.721       0.988         347.2       111.1       6e+02       0.999         305.0        65.5           2       0.833
000119:  2019-06-02T11:02:41  2019-06-02T11:03:06   183S04:59:08   183S04:59:32         0         0         1        334       -338       -955     3.88e-09  -3.74e-09   -1.1e-08  -7.53e-09   2.93e-09    9.7e-09    -8.66e-09  -1.56e-08   2.49e-08  -2.08e-08  -1.07e-08  -2.05e-08     4.33e-08   6.66e-08  -3.31e-08   3.36e-08   6.73e-08   3.67e-08     1.21e-07  -7.39e-08  -1.09e-07  -6.23e-08  -9.84e-08   1.36e-07         270.6       129.1       8.806       0.949         118.5        46.1      31.719       0.985         154.3        65.3       2e+02       0.998         295.6        85.2           1       0.764
