#     0                    1                    2         3         4         5          6          7          8            9         10         11         12         13         14           15         16         17         18         19         20           21         22         23         24         25         26           27         28         29         30         31         32            33          34          35          36            37          38          39          40            41          42          43          44            45          46          47          48
#   NUM         GLITCH-START           GLITCH-END  U-GLITCH  V-GLITCH  W-GLITCH      U-RAW      V-RAW      W-RAW        U-GAI      V-GAI      W-GAI      Z-GAI      N-GAI      E-GAI        U-DIS      V-DIS      W-DIS      Z-DIS      N-DIS      E-DIS        U-VEL      V-VEL      W-VEL      Z-VEL      N-VEL      E-VEL        U-ACC      V-ACC      W-ACC      Z-ACC      N-ACC      E-ACC    PHI_3D_GAI  INC_3D_GAI  SNR_3D_GAI  POL_3D_GAI    PHI_3D_DIS  INC_3D_DIS  SNR_3D_DIS  POL_3D_DIS    PHI_3D_VEL  INC_3D_VEL  SNR_3D_VEL  POL_3D_VEL    PHI_3D_ACC  INC_3D_ACC  SNR_3D_ACC  POL_3D_ACC
# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
000087:  2019-06-02T06:29:06  2019-06-02T06:29:31         1         0         1        500        125       -513      5.8e-09   1.39e-09  -5.93e-09  -9.56e-10  -2.43e-09   7.27e-09       -3e-08   9.66e-09   2.89e-08   2.14e-09   1.51e-08  -3.71e-08    -6.33e-08  -3.43e-08   7.54e-08  -4.06e-08   2.76e-08  -8.77e-08     4.85e-08   5.12e-08  -6.62e-08   6.69e-08  -4.29e-08   5.81e-08         105.5        90.4      20.318       0.977         278.0        86.9      17.771       0.973         306.5       136.1       5e+02       0.999         132.4        25.8         0.9       0.734
000088:  2019-06-02T06:39:09  2019-06-02T06:39:34         0         1         1        127        528       -539     1.48e-09   5.85e-09  -6.24e-09  -1.39e-09   5.32e-09   6.09e-09     -1.1e-08  -2.93e-08   3.62e-08  -1.89e-09  -2.39e-08  -3.78e-08     2.51e-08  -7.32e-08   9.17e-08  -4.86e-08  -8.48e-08  -6.92e-08     5.47e-08   5.57e-08   7.33e-08   7.21e-08   4.75e-08  -6.39e-08          50.6        91.9      17.974       0.974         243.3        93.0      23.073       0.979         221.3       130.6       6e+02       0.999         311.5        20.3         0.9       0.738
000089:  2019-06-02T06:50:07  2019-06-02T06:50:32         1         0         0        760        511       -564     8.82e-09   5.66e-09  -6.53e-09   6.02e-09  -4.96e-09   7.66e-09    -3.84e-08    6.7e-09      3e-08   7.21e-09   1.72e-08  -4.22e-08    -3.88e-08  -5.77e-08   1.83e-07  -7.18e-08  -5.83e-08  -1.67e-07    -1.79e-07   2.99e-07  -3.57e-07  -1.45e-07   2.15e-07      4e-07         114.7        72.2       8.350       0.947         295.4        76.3      11.037       0.958         249.1       125.3       8e+02       0.999          64.0       114.5         0.3       0.605
000090:  2019-06-02T06:52:20  2019-06-02T06:52:45         0         0         1        114       -133       -348     1.33e-09  -1.47e-09  -4.02e-09  -2.95e-09  -1.43e-09   2.99e-09     8.68e-09   -8.4e-09   2.16e-08   9.59e-09   -1.2e-08  -1.83e-08    -6.08e-08   8.81e-08  -6.22e-08   4.83e-08   1.02e-07   3.32e-08     3.88e-08  -4.87e-08   5.68e-08   6.43e-08  -3.09e-08   3.59e-08          69.0       126.5       5.522       0.923         233.2        68.6       1.900       0.828           8.0        29.4       7e+01       0.993         130.8        11.3           4       0.898
000091:  2019-06-02T06:55:39  2019-06-02T06:56:04         1         0         0       5097       -366       -685     5.91e-08  -4.05e-09  -7.92e-09   3.59e-08  -3.19e-08   3.54e-08    -4.24e-08  -7.24e-09   8.99e-09  -2.46e-08   2.05e-08  -3.01e-08    -1.04e-07  -7.94e-08   3.77e-08  -8.04e-08  -6.19e-08  -5.13e-08    -1.83e-06  -1.96e-07  -3.06e-07  -1.35e-06    9.6e-07  -9.31e-07         133.9        51.4      25.520       0.981         302.0       128.6      28.837       0.983         188.5        99.3       7e+01       0.992         316.8       134.5           8       0.942
000092:  2019-06-02T07:21:13  2019-06-02T07:21:38         1         0         0       -349        241        217    -4.05e-09   2.67e-09   2.51e-09  -1.21e-09   3.58e-09   -3.6e-09     1.87e-08  -1.39e-08   8.26e-09  -3.77e-09  -1.92e-08  -1.07e-08     2.01e-08   2.93e-08   -6.1e-08   2.64e-08   2.79e-08   5.63e-08     5.01e-08   5.32e-08  -6.24e-08   -7.5e-08   3.67e-08   4.05e-08         309.9        90.3       3.881       0.898         145.3        98.1       0.986       0.748          53.9        58.6       4e+02       0.999         137.4       169.8           3       0.869
000093:  2019-06-02T07:28:12  2019-06-02T07:28:37         1         1         1       5825      -8457      -4113     6.75e-08  -9.35e-08  -4.75e-08  -4.96e-08  -9.65e-08   5.31e-08    -3.34e-07   4.89e-07   2.71e-07   2.73e-07   4.93e-07  -2.87e-07    -7.83e-07   1.31e-06   5.26e-07   7.14e-07   1.29e-06  -5.51e-07     8.75e-08  -8.72e-08  -9.92e-08  -9.95e-08  -8.97e-08   8.99e-08         150.7       114.6      69.936       0.993         328.1        63.5      10.883       0.958         314.1        55.0       4e+02       0.999         105.6       143.1         0.1       0.559
000094:  2019-06-02T07:32:20  2019-06-02T07:32:45         1         0         0       -346        278        260    -4.02e-09   3.08e-09   3.01e-09   1.17e-09   3.84e-09  -3.66e-09     1.53e-08  -1.81e-08   3.23e-08   1.18e-08  -2.51e-08  -2.74e-08     1.18e-07  -4.93e-08  -4.02e-07   -1.9e-07   -6.2e-08   3.63e-07    -5.73e-08   5.68e-08  -6.56e-08   7.03e-08  -3.48e-08   5.48e-08         316.3        82.8       4.378       0.907         210.0        65.5       1.070       0.758          80.8       117.0       2e+04       1.000         118.1        10.6           2       0.853
000095:  2019-06-02T07:33:52  2019-06-02T07:34:17         1         1         1       1047        494      -6259     1.21e-08   5.47e-09  -7.23e-08  -3.87e-08   1.14e-08   6.08e-08    -8.54e-08   2.94e-08   3.82e-07   2.11e-07  -3.14e-08  -3.26e-07    -1.12e-07  -1.38e-07   1.01e-06   5.34e-07  -2.18e-07  -8.26e-07     1.55e-07   8.61e-08  -1.08e-07  -8.21e-08      1e-07   1.54e-07          82.6       122.9     219.969       0.998         267.7        55.2      41.850       0.988         262.1        55.0       6e+02       0.999         127.6       101.9         0.6       0.695
000096:  2019-06-02T07:34:02  2019-06-02T07:34:27         0         1         0       -331        494        511    -3.84e-09   5.47e-09   5.92e-09   6.68e-09   4.26e-09  -6.17e-09    -7.86e-08  -2.04e-08   3.39e-07   1.72e-07  -3.06e-08  -2.95e-07    -5.16e-08   -1.3e-07   7.64e-07   3.99e-07  -2.18e-07  -6.18e-07     1.39e-07  -7.04e-08  -1.29e-07  -8.13e-08    9.6e-08   1.56e-07         303.2        37.0       0.206       0.585         268.3        60.0     150.788       0.997         255.8        56.2       1e+03       1.000         127.9       101.5         0.8       0.724
000097:  2019-06-02T07:55:21  2019-06-02T07:55:46         1         0         0        413        272       -482      4.8e-09   3.01e-09  -5.58e-09    1.8e-09  -2.42e-09   6.41e-09    -3.18e-08  -1.36e-08   1.64e-08  -1.73e-08  -1.07e-08  -3.09e-08    -4.05e-08  -1.05e-07   1.38e-07   4.42e-08  -9.49e-08  -1.37e-07     7.94e-08   6.04e-08    7.3e-08   7.58e-08  -4.83e-08   8.21e-08          83.5        83.4       3.288       0.883         286.5       110.4      11.707       0.961         351.8        58.6       1e+01       0.956          56.8         4.9         0.8       0.715
000098:  2019-06-02T07:55:32  2019-06-02T07:55:57         1         0         1        405        274       -484      4.7e-09   3.03e-09   -5.6e-09  -2.03e-09   2.81e-09   6.44e-09    -3.24e-08  -2.67e-08   1.56e-08  -1.61e-08  -3.26e-08     -3e-08    -3.13e-08  -9.81e-08   1.33e-07   5.59e-08  -9.28e-08  -1.23e-07    -8.84e-08   7.76e-08  -7.52e-08   8.63e-08  -5.22e-08   6.83e-08          92.0       103.3       3.399       0.886         153.7       113.1       6.276       0.931         203.8        70.3       1e+02       0.996         163.0         6.6         0.3       0.628
000099:  2019-06-02T08:02:48  2019-06-02T08:03:13         0         1         0        247       -387        186     2.86e-09  -4.29e-09   2.16e-09   1.63e-09  -4.44e-09   2.29e-09    -1.76e-08   2.32e-08  -8.16e-09   6.77e-09   2.76e-08   5.97e-09    -7.42e-08   9.21e-08  -3.04e-08  -1.55e-08    1.1e-07  -8.04e-09     1.19e-07   7.14e-08   1.01e-07   9.03e-08  -7.44e-08  -9.97e-08         190.3        83.1       2.505       0.857         357.9        85.7       4.358       0.907         322.5       159.8           7       0.938         299.9         6.1         0.1       0.551
000100:  2019-06-02T08:08:22  2019-06-02T08:08:47         1         1         0       -488        793       -362    -5.66e-09   8.77e-09  -4.19e-09   1.66e-09   9.96e-09    2.4e-09     3.74e-08  -5.09e-08   2.36e-08   7.37e-09  -6.22e-08  -8.68e-09    -1.49e-07  -2.15e-07   1.66e-07  -1.94e-08  -2.19e-07  -1.54e-07       -1e-07   7.41e-08  -8.19e-08   7.47e-08   7.79e-08   7.81e-08           7.7        88.9      23.643       0.980         186.7        84.7      37.625       0.987         177.8        93.9       8e+02       0.999         143.2         4.5         0.4       0.650
000101:  2019-06-02T08:09:04  2019-06-02T08:09:29         1         0         1        561       -131       -390      6.5e-09  -1.45e-09  -4.51e-09   1.93e-09  -3.56e-09   6.56e-09    -3.31e-08  -3.73e-09   2.64e-08  -6.16e-09    1.2e-08   -3.8e-08    -1.05e-07   1.26e-07   1.68e-07  -2.21e-08   1.52e-07     -2e-07     1.14e-07   7.76e-08   8.41e-08   8.39e-08   6.65e-08  -9.06e-08         109.1        81.9      10.584       0.957         287.7        92.6      33.534       0.986         225.1        93.7       2e+03       1.000         308.5        40.9        0.02       0.508
000102:  2019-06-02T08:16:39  2019-06-02T08:17:04         1         1         1       1058        703      -5412     1.23e-08   7.78e-09  -6.25e-08  -3.05e-08   1.19e-08   5.38e-08    -5.38e-08  -5.97e-08   3.53e-07   1.65e-07  -8.35e-08  -3.02e-07    -1.75e-07  -1.28e-07   9.62e-07   4.49e-07  -1.89e-07   -8.3e-07     9.01e-08  -8.93e-08  -1.17e-07  -1.04e-07  -8.42e-08   1.14e-07          77.4       118.9     249.318       0.998         254.2        61.9     267.454       0.998         247.8        60.0       7e+03       1.000         115.3       174.8         0.6       0.692
000103:  2019-06-02T08:16:39  2019-06-02T08:17:04         1         1         1       1058        703      -5413     1.23e-08   7.78e-09  -6.25e-08  -3.05e-08   1.19e-08   5.38e-08    -5.37e-08  -5.96e-08   3.53e-07   1.65e-07  -8.35e-08  -3.02e-07    -1.74e-07  -1.26e-07   9.52e-07   4.44e-07  -1.86e-07  -8.22e-07     8.88e-08  -9.07e-08  -1.18e-07  -1.02e-07  -8.43e-08   1.14e-07          77.3       118.9     263.693       0.998         254.0        61.7     278.818       0.998         247.9        60.1       7e+03       1.000         115.0       174.9         0.7       0.710
000104:  2019-06-02T08:21:42  2019-06-02T08:22:07         1         1         0       -626        873       -392    -7.27e-09   9.66e-09  -4.53e-09   1.89e-09   1.07e-08   3.07e-09      3.2e-08  -4.74e-08   1.07e-08  -5.53e-09  -5.43e-08   7.64e-09     1.23e-07  -1.51e-07   1.09e-07   3.23e-08  -1.81e-07  -8.18e-08     9.23e-08   9.14e-08   7.25e-08   8.21e-08   7.41e-08  -6.76e-08           3.7        89.0      18.459       0.974         184.4        90.6      83.560       0.994         123.6        71.9       6e+01       0.992         324.0         7.1         0.7       0.713
000105:  2019-06-02T08:35:37  2019-06-02T08:36:02         0         1         0        938       -942     -11575     1.09e-08  -1.04e-08  -1.34e-07  -8.25e-08   2.37e-08   1.05e-07     -6.7e-08   5.51e-08   7.49e-07   4.66e-07   1.38e-07  -5.88e-07    -1.51e-07   1.77e-07   1.65e-06   1.13e-06  -1.37e-07  -1.27e-06    -3.23e-07   4.05e-07  -8.72e-07  -5.37e-07   6.44e-07   5.49e-07          77.0       127.2     174.742       0.997         257.6        53.3     831.485       0.999         259.0        53.8       2e+02       0.997         270.0       104.2         0.1       0.553
000106:  2019-06-02T08:35:52  2019-06-02T08:36:17         1         1         1        977        515     -11648     1.13e-08    5.7e-09  -1.35e-07  -8.28e-08   2.36e-08   1.06e-07    -6.99e-08   2.63e-08   7.41e-07    4.6e-07  -1.06e-07  -5.84e-07     -1.7e-07   1.33e-07   1.88e-06   1.24e-06  -1.84e-07  -1.45e-06     1.44e-07   9.92e-08  -1.64e-07  -1.22e-07   9.55e-08   1.57e-07          78.3       127.5     419.308       0.999         259.6        53.3     262.644       0.998         260.5        51.9       1e+04       1.000          84.1       132.5        -0.2       0.373
000107:  2019-06-02T08:37:03  2019-06-02T08:37:28         1         1         1      -1298        615        778     -1.5e-08    6.8e-09   8.99e-09  -2.34e-09   1.09e-08   -1.4e-08     7.23e-08  -4.23e-08  -5.99e-08  -2.14e-08  -6.04e-08   7.06e-08     2.29e-07   4.74e-08  -9.11e-07  -5.67e-07   1.33e-07   7.16e-07    -1.17e-07  -9.03e-08   1.09e-07   9.35e-08  -8.35e-08  -1.04e-07         312.8        92.4      22.442       0.979         166.2        96.2       1.434       0.795          66.8       142.5       7e+02       0.999         284.0        21.1       -0.05       0.475
000108:  2019-06-02T08:41:41  2019-06-02T08:42:06         1         1         1       -948       2959      -2068     -1.1e-08   3.27e-08  -2.39e-08    1.8e-09   3.42e-08   1.93e-08      4.9e-08  -1.67e-07   1.27e-07  -8.76e-09  -1.75e-07  -1.01e-07        7e-08  -4.04e-07   2.91e-07  -3.95e-08  -3.86e-07  -2.66e-07     9.47e-08   8.75e-08  -9.43e-08   9.57e-08   6.98e-08   9.12e-08          28.5        88.8     186.676       0.997         210.6        93.6     443.813       0.999         225.4        95.6       1e+03       1.000           1.9         5.4         0.3       0.628
000109:  2019-06-02T08:43:26  2019-06-02T08:43:51         0         1         1       -323        733       -666    -3.75e-09   8.11e-09   -7.7e-09  -2.25e-09   8.51e-09   6.33e-09    -2.03e-08  -4.53e-08   2.35e-08  -7.37e-09   -4.7e-08   -2.9e-08     7.28e-08  -1.78e-07   6.04e-08   7.82e-08  -1.82e-07  -4.08e-08     1.47e-07   1.06e-07   -1.1e-07   1.13e-07   1.01e-07   1.33e-07          25.5        91.6       8.905       0.950         165.6        91.8       9.760       0.954         195.0        68.2       1e+03       0.999         128.1        83.3         0.2       0.574
000110:  2019-06-02T08:43:55  2019-06-02T08:44:20         1         0         0       -428       -292        290    -4.97e-09  -3.23e-09   3.36e-09  -1.98e-09   4.25e-09  -4.54e-09      2.5e-08  -1.68e-08   1.64e-08    1.4e-08  -2.51e-08   9.84e-09     6.64e-08   1.51e-07  -3.65e-08   4.92e-08   1.43e-07   3.48e-08    -1.24e-07  -1.01e-07  -1.29e-07      1e-07  -8.36e-08  -1.18e-07         319.6       100.6       1.035       0.754         171.7        72.3       2.430       0.854           6.7        76.4       2e+03       1.000         301.6        80.8        0.07       0.534
000111:  2019-06-02T08:44:44  2019-06-02T08:45:09         0         1         1        295        927       -976     3.42e-09   1.03e-08  -1.13e-08   2.27e-09   8.97e-09   1.13e-08    -7.31e-09   -3.6e-08   4.38e-08  -6.46e-09  -3.34e-08  -4.15e-08    -4.63e-08  -2.15e-07   1.25e-07  -4.66e-08  -1.95e-07  -1.24e-07    -1.76e-07    1.2e-07   -1.2e-07   1.04e-07   1.16e-07    1.5e-07          51.0        89.8      14.234       0.967         224.1        91.0      16.539       0.971         202.6       104.4       3e+03       1.000         125.6        88.5         0.1       0.558
000112:  2019-06-02T08:46:06  2019-06-02T08:46:31         0         1         0        276       -748       -235      3.2e-09  -8.28e-09  -2.73e-09  -5.56e-09  -6.38e-09   3.31e-09    -1.47e-08   5.51e-08  -1.47e-08    2.9e-08    4.3e-08    2.1e-08    -2.31e-08   1.87e-07  -5.61e-08   8.97e-08   1.53e-07    6.7e-08     1.83e-07   1.13e-07   1.39e-07   9.36e-08  -1.19e-07   1.49e-07         199.9       131.2       5.083       0.918          44.7        59.3      13.956       0.967          18.2        32.3       4e+01       0.989         126.6        88.1         0.1       0.550
000113:  2019-06-02T08:48:02  2019-06-02T08:48:27         0         0         1       -250       -275        332     -2.9e-09  -3.05e-09   3.84e-09   2.62e-09   3.66e-09  -3.84e-09    -1.11e-08   5.38e-09   1.63e-08   4.34e-09   6.49e-09  -1.79e-08     1.28e-07  -4.24e-08  -2.26e-07  -6.52e-08  -2.86e-08   2.37e-07    -1.77e-07  -1.29e-07  -1.73e-07  -1.17e-07   1.51e-07   1.89e-07         249.3        85.7       0.178       0.575         291.8        73.6      10.032       0.955          88.8        97.5       1e+03       1.000         126.4        93.8         0.1       0.553
000114:  2019-06-02T08:50:20  2019-06-02T08:50:45         1         1         1        984        711      -5342     1.14e-08   7.87e-09  -6.17e-08  -3.02e-08   1.26e-08   5.28e-08    -5.46e-08  -5.06e-08   3.31e-07   1.69e-07  -6.89e-08   -2.8e-07    -1.86e-07  -1.86e-07    8.7e-07    3.4e-07  -2.08e-07  -7.81e-07     1.39e-07   9.56e-08  -1.32e-07  -1.08e-07   1.02e-07   1.74e-07          78.9       119.9     134.828       0.996         259.7        58.5      46.627       0.990         251.8        65.0       1e+03       1.000         112.9       167.2        -0.2       0.359
000115:  2019-06-02T08:50:29  2019-06-02T08:50:54         0         1         0       -322        499        573    -3.74e-09   5.52e-09   6.62e-09   5.69e-09   4.02e-09  -6.42e-09    -4.22e-08  -4.96e-08   2.97e-07   1.42e-07  -6.95e-08  -2.51e-07    -1.56e-07  -1.73e-07   6.61e-07   2.27e-07  -1.73e-07  -6.07e-07     1.34e-07   9.97e-08  -1.51e-07  -9.94e-08   8.57e-08   1.72e-07         326.5        51.6       0.087       0.540         254.2        62.4     183.830       0.997         250.7        67.3       9e+03       1.000          95.3       178.4       -0.07       0.463
000116:  2019-06-02T08:57:27  2019-06-02T08:57:52         0         0         1        304       -259        836     3.53e-09  -2.87e-09   9.67e-09   6.78e-09   3.76e-09  -7.25e-09    -1.07e-08   -5.1e-09   3.45e-08  -1.87e-08  -8.36e-09  -2.86e-08     -8.9e-08  -1.28e-07  -1.21e-07  -2.28e-07  -6.37e-08  -9.37e-08     1.37e-07    1.1e-07   2.42e-07   1.73e-07   1.03e-07  -1.77e-07         256.8        59.3       1.885       0.827         264.2       119.3       9.500       0.952         249.6       157.1       2e+02       0.997         271.9        80.9         0.7       0.697
000117:  2019-06-02T08:57:34  2019-06-02T08:57:59         0         0         1        299        281        855     3.47e-09   3.11e-09   9.89e-09   6.88e-09   4.05e-09  -7.45e-09       -1e-08  -1.26e-08   4.06e-08   2.11e-08  -1.88e-08   -3.1e-08    -9.42e-08   -1.4e-07  -1.17e-07  -2.35e-07  -5.59e-08  -6.97e-08     1.31e-07   1.05e-07   2.37e-07   1.59e-07   9.82e-08  -1.77e-07         257.2        64.0       1.354       0.788         252.0        53.7      20.503       0.977         250.9       164.7       2e+02       0.998         276.4        85.8         0.5       0.677
000118:  2019-06-02T08:57:42  2019-06-02T08:58:07         0         0         1       -253        294       -543    -2.94e-09   3.25e-09  -6.28e-09  -3.42e-09   4.11e-09   5.91e-09    -9.12e-09   -1.1e-08   4.09e-08   2.31e-08  -1.82e-08  -3.04e-08    -9.64e-08   -1.5e-07  -1.17e-07  -2.46e-07  -4.69e-08  -3.67e-08     1.37e-07      1e-07   1.05e-07   9.21e-08   9.32e-08   1.26e-07          62.8       103.9       0.803       0.723         220.2        50.5       9.969       0.954          90.3       171.6       5e+02       0.999         118.7        87.7         0.9       0.741
000119:  2019-06-02T08:57:54  2019-06-02T08:58:19         0         0         1       -278        293       1078    -3.23e-09   3.24e-09   1.25e-08   7.54e-09   4.16e-09  -9.64e-09     8.03e-09   -8.9e-09   4.36e-08   2.72e-08  -1.78e-08  -3.14e-08    -9.49e-08  -1.64e-07   -1.6e-07  -2.83e-07  -4.03e-08   3.49e-08     1.21e-07   8.63e-08   2.84e-07   2.15e-07      1e-07   1.95e-07         242.1        61.8       0.311       0.619         238.7        64.2       8.644       0.948         102.5       171.9       1e+03       1.000         110.5        87.6         0.4       0.651
000120:  2019-06-02T08:58:19  2019-06-02T08:58:44         0         0         1        325        255       1141     3.78e-09   2.82e-09   1.32e-08    1.1e-08  -4.14e-09  -9.13e-09    -1.19e-08   4.96e-09  -1.55e-07  -1.09e-07   2.82e-08   1.13e-07    -1.11e-07  -1.92e-07  -2.33e-07  -3.63e-07  -4.68e-08  -9.83e-08     1.54e-07   1.02e-07  -2.95e-07  -2.09e-07  -1.08e-07   2.11e-07         264.2        50.1       3.563       0.890          76.2       134.0     169.910       0.997         266.9       162.3       5e+02       0.999         115.5        95.6         0.5       0.663
000121:  2019-06-02T08:58:29  2019-06-02T08:58:54         0         0         1       -283       -310      -1860    -3.28e-09  -3.43e-09  -2.15e-08  -1.46e-08   6.08e-09   1.67e-08    -1.08e-08   6.29e-09  -1.57e-07  -1.08e-07   2.97e-08   1.15e-07    -1.09e-07  -2.08e-07   2.28e-07  -3.62e-07  -6.62e-08  -1.32e-07     1.46e-07   1.08e-07  -2.88e-07   2.13e-07   1.08e-07   2.03e-07          76.2       130.2      26.858       0.982          76.1       130.8     240.456       0.998         268.1       159.7       7e+02       0.999         101.3        81.2         0.3       0.616
000122:  2019-06-02T08:58:50  2019-06-02T08:59:15         0         0         1       -253       -245      -1898    -2.94e-09  -2.71e-09  -2.19e-08   -1.5e-08   6.37e-09   1.69e-08    -3.07e-09  -6.77e-09    7.2e-08   4.63e-08  -1.43e-08  -5.48e-08    -9.93e-08  -2.32e-07   2.64e-07   2.77e-07  -1.19e-07  -1.43e-07     1.35e-07   9.74e-08   1.67e-07   1.42e-07   -1.2e-07  -1.37e-07          74.4       129.2      27.514       0.982         254.8        49.4     214.991       0.998         328.6         9.8       3e+03       1.000         301.2        88.0         0.7       0.714
000123:  2019-06-02T08:58:58  2019-06-02T08:59:23         0         0         1       -267        228        729     -3.1e-09   2.53e-09   8.43e-09   4.92e-09   3.69e-09   6.48e-09     3.34e-09  -1.08e-08  -5.06e-08  -3.34e-08   1.33e-08   3.74e-08    -9.69e-08  -2.37e-07   2.61e-07   2.88e-07  -1.27e-07  -1.42e-07     1.32e-07   1.09e-07   1.79e-07   1.56e-07   1.14e-07  -1.45e-07          71.3        55.4       5.001       0.917          75.3       131.4      21.651       0.978         337.7        10.9       8e+02       0.999         300.4        84.8         0.7       0.711
000124:  2019-06-02T08:59:07  2019-06-02T08:59:32         0         1         0        267        239        714      3.1e-09   2.65e-09   8.25e-09   4.79e-09   3.89e-09   6.56e-09    -7.24e-09  -1.09e-08  -4.99e-08  -3.26e-08   1.27e-08   3.71e-08    -9.44e-08  -2.45e-07   2.41e-07   2.87e-07  -1.37e-07   -1.4e-07     1.21e-07   9.45e-08   1.94e-07   1.47e-07   8.46e-08  -1.48e-07          68.6        53.0       2.837       0.870          78.6       129.5      19.073       0.975         182.0        13.3       3e+02       0.998         290.5        73.5         0.5       0.675
000125:  2019-06-02T08:59:13  2019-06-02T08:59:38         1         1         0        259        236       -603     3.01e-09   2.61e-09  -6.98e-09  -4.81e-09    3.9e-09   6.51e-09    -7.17e-09  -1.05e-08  -3.92e-08  -2.68e-08  -1.02e-08   2.98e-08     -9.2e-08  -2.49e-07   2.14e-07   2.77e-07  -1.44e-07  -1.41e-07     1.21e-07   8.88e-08  -1.36e-07   1.08e-07   7.62e-08   1.28e-07          58.2       122.0       0.631       0.693          90.9       131.9      19.632       0.976         199.2        16.4       5e+02       0.999         109.4        70.6         0.6       0.686
000126:  2019-06-02T08:59:43  2019-06-02T09:00:08         0         1         0       -271        272        355    -3.15e-09   3.01e-09   4.11e-09    3.1e-09   3.39e-09  -4.64e-09     6.19e-09  -1.12e-08   1.79e-08   -8.8e-09  -9.75e-09  -1.76e-08    -8.99e-08  -2.49e-07   9.32e-08   2.43e-07  -1.37e-07  -9.62e-08     1.48e-07   1.12e-07   1.31e-07   1.08e-07    1.2e-07   1.42e-07         241.1        86.5       1.025       0.753         264.6       109.0      14.841       0.968         209.1        25.8       3e+03       1.000         130.7        83.0           2       0.818
000127:  2019-06-02T08:59:50  2019-06-02T09:00:15         0         1         0       -245        271        364    -2.84e-09      3e-09   4.22e-09    2.9e-09   3.49e-09   -4.8e-09     6.76e-09  -1.44e-08  -1.44e-08  -1.25e-08  -9.74e-09  -1.21e-08    -8.88e-08  -2.42e-07   8.38e-08   2.46e-07  -1.28e-07  -8.01e-08     1.39e-07   1.31e-07   1.41e-07   1.15e-07   1.22e-07  -1.38e-07         241.7        88.0       0.944       0.743         267.6       114.8       3.342       0.885         206.7        25.5       6e+03       1.000         307.2        81.7           1       0.769
000128:  2019-06-02T08:59:57  2019-06-02T09:00:22         1         0         0       -258        253        301       -3e-09   2.81e-09   3.49e-09  -2.33e-09    3.1e-09  -4.34e-09     7.35e-09  -1.62e-08  -1.28e-08  -1.12e-08  -1.22e-08  -1.17e-08    -9.29e-08  -2.36e-07   6.72e-08  -2.45e-07  -1.19e-07  -7.45e-08     1.41e-07   1.31e-07   1.26e-07   1.17e-07   1.14e-07  -1.35e-07         254.2        91.8       0.520       0.671         258.3        96.2       3.806       0.896         207.1       154.0       5e+03       1.000         301.8        76.0         0.6       0.685
000129:  2019-06-02T09:00:03  2019-06-02T09:00:28         0         1         0       -258       -388        299    -2.99e-09   -4.3e-09   3.46e-09  -3.01e-09  -4.29e-09  -4.41e-09     7.74e-09  -1.59e-08  -1.24e-08   1.47e-08  -1.23e-08  -1.17e-08    -9.88e-08  -2.26e-07   5.76e-08  -2.48e-07  -1.07e-07  -6.98e-08     1.51e-07   1.19e-07   1.36e-07   1.12e-07   -1.2e-07  -1.44e-07         236.6        94.2       0.506       0.668         134.1        41.8       0.300       0.616         208.7       153.7       4e+03       1.000         300.4        68.6         0.4       0.654
000130:  2019-06-02T09:00:35  2019-06-02T09:01:00         0         1         0        275       -263        193     3.19e-09  -2.91e-09   2.24e-09   -1.7e-09    3.3e-09   2.99e-09     8.26e-09  -8.18e-09  -3.71e-09   5.12e-09  -9.19e-09   5.98e-09    -1.31e-07   2.24e-07  -7.24e-08  -2.78e-07   1.22e-07  -6.03e-08      1.3e-07    1.2e-07   1.26e-07   1.35e-07  -1.08e-07   1.39e-07         356.5        95.9      -0.004       0.498         166.0        65.2       1.179       0.770          31.4       155.6       4e+03       1.000         130.4        43.2         0.5       0.673
000131:  2019-06-02T09:00:42  2019-06-02T09:01:07         0         1         0        267       -314        206      3.1e-09  -3.47e-09   2.39e-09  -1.98e-09  -3.92e-09   3.03e-09    -8.17e-09   1.61e-08  -9.55e-09  -3.79e-09   1.81e-08   6.44e-09    -1.41e-07   2.17e-07  -7.96e-08  -2.89e-07   1.15e-07  -6.27e-08     1.41e-07   1.18e-07   1.25e-07   1.42e-07  -1.24e-07   1.39e-07         189.5       105.7      -0.056       0.470          14.1        96.4       8.881       0.949          33.6       157.1       3e+03       1.000         131.0        52.6         0.5       0.672
000132:  2019-06-02T09:01:02  2019-06-02T09:01:27         0         0         1        278       -311       -239     3.22e-09  -3.44e-09  -2.77e-09   2.29e-09  -3.46e-09   2.88e-09    -1.04e-08   1.28e-08   1.34e-08  -4.37e-09   1.53e-08  -1.52e-08    -1.59e-07   2.18e-07  -9.73e-08  -3.14e-07   1.06e-07   7.56e-08      1.7e-07   1.44e-07   1.56e-07    1.5e-07   1.35e-07  -1.48e-07         192.5        89.4      -0.089       0.451          51.8        96.6      16.353       0.971          40.4       159.3       6e+03       1.000         309.6        41.3         0.6       0.691
